genre1,genre2,years_together,first_year,last_year
atl hip hop,neo mellow,11,2002,2016
atl hip hop,neo soul,2,2000,2004
atl hip hop,neon pop punk,1,2007,2007
atl hip hop,new orleans rap,1,2008,2008
atl hip hop,nu metal,1,2006,2006
atl hip hop,nyc rap,4,2001,2014
atl hip hop,permanent wave,5,2000,2017
atl hip hop,philly rap,1,2023,2023
atl hip hop,pinoy hip hop,2,2015,2016
atl hip hop,pop,11,2004,2019
atl hip hop,pop edm,1,2013,2013
atl hip hop,pop house,1,2002,2002
atl hip hop,pop punk,2,2016,2017
atl hip hop,pop rap,5,2004,2018
atl hip hop,pop rock,3,2011,2016
atl hip hop,post-teen pop,2,2009,2010
atl hip hop,r&b,5,2002,2014
atl hip hop,rap,3,2017,2021
atl hip hop,reggae fusion,3,2009,2019
atl hip hop,reggaeton,3,2018,2023
atl hip hop,romanian pop,1,2011,2011
atl hip hop,scorecore,1,2015,2015
atl hip hop,soca,1,2004,2004
atl hip hop,trap music,3,2017,2019
atl hip hop,tropical house,1,2014,2014
atl hip hop,uk funky,1,2016,2016
atl hip hop,uk pop,1,2013,2013
atl hip hop,viral trap,1,2015,2015
atl trap,electropop,1,2023,2023
atl trap,florida rap,1,2023,2023
atl trap,reggaeton,1,2023,2023
australian country,-,1,2021,2021
australian country,adult standards,1,2021,2021
australian country,alternative dance,1,2013,2013
australian country,alternative r&b,1,2013,2013
australian country,art pop,1,2013,2013
australian country,british soul,1,2017,2017
australian country,candy pop,1,2013,2013
australian country,chamber pop,1,2013,2013
australian country,colombian pop,1,2021,2021
australian country,comic,1,2013,2013
australian country,edm,1,2013,2013
australian country,emo,1,2013,2013
australian country,hip hop,1,2013,2013
australian country,la indie,1,2013,2013
australian country,nashville indie,1,2013,2013
australian country,neo mellow,1,2013,2013
australian country,uk pop,1,2013,2013
australian dance,-,3,2002,2015
australian dance,acoustic pop,1,2002,2002
australian dance,afro dancehall,1,2016,2016
australian dance,alaska indie,1,2002,2002
australian dance,album rock,1,2015,2015
australian dance,alternative hip hop,1,2002,2002
australian dance,alternative r&b,2,2012,2014
australian dance,alternative rock,1,2002,2002
australian dance,art pop,1,2014,2014
australian dance,atl hip hop,2,2002,2015
australian dance,big beat,1,2002,2002
australian dance,big room,1,2015,2015
australian dance,bmore,1,2015,2015
australian dance,boy band,3,2002,2016
australian dance,british soul,2,2015,2016
australian dance,broadway,1,2014,2014
australian dance,brostep,1,2015,2015
australian dance,cali rap,2,2014,2015
australian dance,canadian hip hop,1,2016,2016
australian dance,canadian latin,1,2002,2002
australian dance,canadian pop,3,2002,2016
australian dance,chicago rap,2,2014,2016
australian dance,colombian pop,1,2002,2002
australian dance,complextro,1,2016,2016
australian dance,conscious hip hop,3,2002,2016
australian dance,contemporary country,2,2015,2016
australian dance,crunk,2,2002,2015
australian dance,dancehall,1,2002,2002
australian dance,deep groove house,1,2015,2015
australian dance,detroit hip hop,2,2002,2014
australian dance,dfw rap,1,2016,2016
australian dance,dirty south rap,2,2014,2016
australian dance,east coast hip hop,1,2015,2015
australian dance,edm,3,2014,2016
australian dance,electro,1,2016,2016
australian dance,electropop,3,2014,2016
australian dance,eurodance,1,2002,2002
australian dance,europop,1,2002,2002
australian dance,folk-pop,2,2002,2015
australian dance,g funk,2,2012,2014
australian dance,gangster rap,3,2002,2016
australian dance,ghanaian hip hop,1,2015,2015
australian dance,house,2,2014,2016
australian dance,houston rap,1,2015,2015
australian dance,indie folk,1,2015,2015
australian dance,indie pop,1,2015,2015
australian dance,latin,1,2015,2015
australian dance,latin viral pop,1,2014,2014
australian dance,metropopolis,1,2014,2014
australian dance,miami hip hop,1,2016,2016
australian dance,modern alternative rock,4,2012,2016
australian dance,modern rock,3,2002,2016
australian dance,neo mellow,3,2002,2016
australian dance,nyc rap,1,2014,2014
australian dance,pinoy hip hop,2,2015,2016
australian dance,pop house,1,2002,2002
australian dance,pop punk,1,2016,2016
australian dance,pop rap,1,2014,2014
australian dance,pop rock,2,2015,2016
australian dance,r&b,2,2002,2014
australian dance,reggae fusion,1,2015,2015
australian dance,scorecore,1,2015,2015
australian dance,tropical house,1,2014,2014
australian dance,uk funky,1,2016,2016
australian dance,viral trap,1,2015,2015
australian hip hop,-,1,2014,2014
australian hip hop,acoustic pop,1,2014,2014
australian hip hop,alternative r&b,1,2014,2014
australian hip hop,art pop,1,2014,2014
australian hip hop,australian dance,1,2014,2014
australian hip hop,broadway,1,2014,2014
australian hip hop,cali rap,1,2014,2014
australian hip hop,chicago rap,1,2014,2014
australian hip hop,colombian pop,1,2014,2014
australian hip hop,complextro,1,2014,2014
australian hip hop,detroit hip hop,1,2014,2014
australian hip hop,dirty south rap,1,2014,2014
australian hip hop,edm,1,2014,2014
australian hip hop,electropop,1,2014,2014
australian hip hop,g funk,1,2014,2014
australian hip hop,house,1,2014,2014
australian hip hop,latin viral pop,1,2014,2014
australian hip hop,metropopolis,1,2014,2014
australian hip hop,modern alternative rock,1,2014,2014
australian hip hop,modern rock,1,2014,2014
australian hip hop,nyc rap,1,2014,2014
australian hip hop,pop rap,1,2014,2014
australian hip hop,r&b,1,2014,2014
australian hip hop,tropical house,1,2014,2014
australian pop,-,7,2000,2015
australian pop,acoustic pop,10,2000,2014
australian pop,adult standards,1,2010,2010
australian pop,alabama rap,1,2007,2007
australian pop,alaska indie,1,2002,2002
australian pop,album rock,1,2015,2015
australian pop,alternative dance,2,2010,2013
australian pop,alternative hip hop,4,2000,2006
australian pop,alternative metal,7,2000,2010
australian pop,alternative r&b,3,2012,2014
australian pop,alternative rock,6,2000,2010
australian pop,art pop,2,2013,2014
australian pop,atl hip hop,7,2002,2015
australian pop,australian country,3,2004,2017
australian pop,australian dance,4,2002,2015
australian pop,australian hip hop,1,2014,2014
australian pop,baroque pop,2,2006,2019
australian pop,bass trap,1,2013,2013
australian pop,bassline,1,2008,2008
australian pop,baton rouge rap,2,2005,2008
australian pop,battle rap,1,2004,2004
australian pop,bergen indie,1,2012,2012
australian pop,big beat,1,2002,2002
australian pop,big room,3,2011,2015
australian pop,blues-rock,4,2000,2008
australian pop,bmore,2,2015,2019
australian pop,bounce,1,2004,2004
australian pop,boy band,6,2002,2019
australian pop,british soul,6,2003,2017
australian pop,broadway,1,2014,2014
australian pop,brostep,2,2015,2019
australian pop,bubblegum dance,1,2006,2006
australian pop,cali rap,4,2006,2019
australian pop,canadian contemporary r&b,1,2015,2015
australian pop,canadian hip hop,6,2009,2019
australian pop,canadian latin,2,2002,2006
australian pop,canadian pop,8,2001,2019
australian pop,candy pop,2,2002,2013
australian pop,cantautor,1,2005,2005
australian pop,ccm,2,2004,2019
australian pop,celtic,2,2001,2004
australian pop,celtic rock,3,2010,2013
australian pop,chamber pop,1,2013,2013
australian pop,chicago rap,11,2000,2019
australian pop,chicano rap,3,2003,2008
australian pop,colombian pop,5,2002,2014
australian pop,comic,1,2013,2013
australian pop,complextro,3,2013,2017
australian pop,conscious hip hop,8,2000,2019
australian pop,contemporary country,6,2002,2015
australian pop,country,1,2000,2000
australian pop,country rap,1,2019,2019
australian pop,crunk,7,2000,2015
australian pop,dance pop,1,2002,2002
australian pop,dancehall,3,2002,2004
australian pop,deep dance pop,1,2011,2011
australian pop,deep groove house,1,2015,2015
australian pop,deep latin christian,1,2000,2000
australian pop,deep pop r&b,4,2000,2012
australian pop,deep southern trap,1,2008,2008
australian pop,detroit hip hop,11,2000,2015
australian pop,dfw rap,1,2019,2019
australian pop,dirty south rap,9,2004,2019
australian pop,downtempo,1,2001,2001
australian pop,east coast hip hop,8,2000,2015
australian pop,edm,6,2011,2019
australian pop,electro,1,2013,2013
australian pop,electropop,3,2009,2015
australian pop,electropowerpop,1,2008,2008
australian pop,emo,6,2005,2015
australian pop,emo rap,1,2019,2019
australian pop,eurodance,1,2002,2002
australian pop,europop,1,2002,2002
australian pop,florida rap,2,2008,2019
australian pop,folk rock,1,2011,2011
australian pop,folk-pop,7,2002,2015
australian pop,g funk,9,2000,2014
australian pop,gangster rap,8,2002,2015
australian pop,garage rock,2,2009,2010
australian pop,ghanaian hip hop,1,2015,2015
australian pop,glam metal,1,2006,2006
australian pop,gospel,1,2000,2000
australian pop,gospel r&b,1,2004,2004
australian pop,hardcore hip hop,1,2004,2004
australian pop,hip hop,6,2000,2019
australian pop,hip pop,8,2000,2013
australian pop,hollywood,1,2019,2019
australian pop,house,1,2014,2014
australian pop,houston rap,1,2015,2015
australian pop,idol,3,2003,2008
australian pop,indie folk,1,2015,2015
australian pop,indie pop,3,2010,2015
australian pop,indie pop rap,1,2009,2009
australian pop,indie poptimism,1,2014,2014
australian pop,indie r&b,1,2008,2008
australian pop,indie rock,1,2005,2005
australian pop,irish rock,1,2006,2006
australian pop,jam band,1,2001,2001
australian pop,la indie,1,2013,2013
australian pop,latin,5,2000,2019
australian pop,latin viral pop,1,2014,2014
australian pop,metropopolis,2,2014,2019
australian pop,modern alternative rock,3,2012,2015
australian pop,modern rock,6,2002,2014
australian pop,nashville indie,1,2013,2013
australian pop,neo mellow,9,2002,2015
australian pop,neo r&b,1,2008,2008
australian pop,neo soul,2,2000,2004
australian pop,neo-singer-songwriter,1,2015,2015
australian pop,new orleans rap,1,2008,2008
australian pop,nu metal,1,2006,2006
australian pop,nyc rap,4,2001,2014
australian pop,permanent wave,5,2000,2017
australian pop,pinoy hip hop,1,2015,2015
australian pop,pop,9,2002,2012
australian pop,pop edm,1,2013,2013
australian pop,pop house,1,2002,2002
australian pop,pop rap,6,2004,2014
australian pop,pop rock,3,2011,2015
australian pop,post-teen pop,2,2009,2010
australian pop,r&b,5,2002,2014
australian pop,rap,1,2019,2019
australian pop,reggae fusion,3,2009,2019
australian pop,reggaeton,1,2019,2019
australian pop,romanian pop,1,2011,2011
australian pop,scorecore,1,2015,2015
australian pop,soca,1,2004,2004
australian pop,trap music,1,2019,2019
australian pop,tropical house,1,2014,2014
australian pop,uk pop,1,2013,2013
australian pop,viral trap,1,2015,2015
baroque pop,boy band,1,2019,2019
baroque pop,cali rap,2,2006,2019
baroque pop,canadian latin,1,2006,2006
baroque pop,canadian pop,1,2019,2019
baroque pop,ccm,1,2019,2019
baroque pop,conscious hip hop,1,2019,2019
baroque pop,contemporary country,1,2006,2006
baroque pop,country rap,1,2019,2019
baroque pop,detroit hip hop,1,2006,2006
baroque pop,dirty south rap,1,2019,2019
baroque pop,east coast hip hop,1,2006,2006
baroque pop,edm,1,2019,2019
baroque pop,emo rap,1,2019,2019
baroque pop,florida rap,1,2019,2019
baroque pop,gangster rap,1,2006,2006
baroque pop,glam metal,1,2006,2006
baroque pop,hollywood,1,2019,2019
baroque pop,latin,1,2006,2006
baroque pop,neo mellow,1,2006,2006
baroque pop,nu metal,1,2006,2006
baroque pop,r&b,1,2006,2006
baroque pop,rap,1,2019,2019
baroque pop,reggaeton,1,2019,2019
bass trap,alternative dance,1,2013,2013
bass trap,alternative r&b,1,2013,2013
bass trap,art pop,1,2013,2013
bass trap,australian country,1,2013,2013
bass trap,candy pop,1,2013,2013
bass trap,chamber pop,1,2013,2013
bass trap,comic,1,2013,2013
bass trap,edm,1,2013,2013
bass trap,emo,1,2013,2013
bass trap,hip hop,1,2013,2013
bass trap,la indie,1,2013,2013
bass trap,nashville indie,1,2013,2013
bass trap,neo mellow,1,2013,2013
bass trap,uk pop,1,2013,2013
bassline,-,2,2007,2008
bassline,alabama rap,1,2007,2007
bassline,alternative metal,1,2007,2007
bassline,alternative rock,1,2007,2007
bassline,australian pop,1,2007,2007
bassline,british soul,1,2007,2007
bassline,canadian latin,1,2007,2007
bassline,canadian pop,1,2007,2007
bassline,chicago rap,1,2007,2007
bassline,chicano rap,1,2007,2007
bassline,contemporary country,2,2007,2008
bassline,detroit hip hop,1,2007,2007
bassline,dirty south rap,1,2007,2007
bassline,emo,1,2007,2007
bassline,g funk,1,2007,2007
bassline,gangster rap,1,2007,2007
bassline,hip hop,1,2007,2007
bassline,hip pop,1,2007,2007
bassline,idol,1,2008,2008
bassline,irish rock,1,2007,2007
bassline,modern rock,1,2007,2007
bassline,neo mellow,1,2007,2007
bassline,neon pop punk,1,2007,2007
bassline,permanent wave,1,2008,2008
bassline,pop,2,2007,2008
bassline,pop rap,1,2007,2007
baton rouge rap,-,1,2008,2008
baton rouge rap,bassline,1,2008,2008
baton rouge rap,blues-rock,1,2008,2008
baton rouge rap,boy band,1,2005,2005
baton rouge rap,cantautor,1,2005,2005
baton rouge rap,chicago rap,1,2005,2005
baton rouge rap,colombian pop,1,2005,2005
baton rouge rap,conscious hip hop,1,2005,2005
baton rouge rap,contemporary country,1,2008,2008
baton rouge rap,crunk,2,2005,2008
baton rouge rap,detroit hip hop,1,2005,2005
baton rouge rap,electropowerpop,1,2008,2008
baton rouge rap,emo,1,2005,2005
baton rouge rap,florida rap,1,2008,2008
baton rouge rap,g funk,1,2008,2008
baton rouge rap,gangster rap,2,2005,2008
baton rouge rap,hip hop,1,2005,2005
baton rouge rap,hip pop,2,2005,2008
baton rouge rap,idol,1,2008,2008
baton rouge rap,indie r&b,1,2008,2008
baton rouge rap,indie rock,1,2005,2005
baton rouge rap,new orleans rap,1,2008,2008
baton rouge rap,nyc rap,1,2005,2005
baton rouge rap,permanent wave,1,2008,2008
baton rouge rap,pop,2,2005,2008
battle rap,acoustic pop,1,2003,2003
battle rap,alternative hip hop,1,2003,2003
battle rap,australian country,1,2004,2004
battle rap,australian pop,1,2003,2003
battle rap,blues-rock,2,2003,2004
battle rap,bounce,1,2004,2004
battle rap,british soul,1,2003,2003
battle rap,ccm,1,2004,2004
battle rap,celtic,1,2004,2004
battle rap,chicago rap,1,2003,2003
battle rap,chicano rap,2,2003,2004
battle rap,dancehall,1,2003,2003
battle rap,detroit hip hop,2,2003,2004
battle rap,dirty south rap,1,2004,2004
battle rap,folk-pop,2,2003,2004
battle rap,funk,1,2003,2003
battle rap,gangster rap,1,2004,2004
battle rap,gospel r&b,1,2004,2004
battle rap,hardcore hip hop,1,2004,2004
battle rap,idol,1,2003,2003
battle rap,neo mellow,1,2004,2004
battle rap,neo soul,1,2004,2004
battle rap,pop,1,2004,2004
battle rap,soca,1,2004,2004
bergen indie,alternative r&b,1,2012,2012
bergen indie,australian dance,1,2012,2012
bergen indie,conscious hip hop,1,2012,2012
bergen indie,g funk,1,2012,2012
bergen indie,modern alternative rock,1,2012,2012
bergen indie,pop rock,1,2012,2012
big beat,-,1,2002,2002
big beat,acoustic pop,1,2002,2002
big beat,alaska indie,1,2002,2002
big beat,alternative hip hop,1,2002,2002
big beat,alternative rock,1,2002,2002
big beat,atl hip hop,1,2002,2002
big beat,boy band,1,2002,2002
big beat,canadian latin,1,2002,2002
big beat,colombian pop,1,2002,2002
big beat,conscious hip hop,1,2002,2002
big beat,crunk,1,2002,2002
big beat,dancehall,1,2002,2002
big beat,eurodance,1,2002,2002
big beat,europop,1,2002,2002
big beat,folk-pop,1,2002,2002
big beat,gangster rap,1,2002,2002
big beat,modern rock,1,2002,2002
big beat,neo mellow,1,2002,2002
big beat,pop house,1,2002,2002
big beat,r&b,1,2002,2002
big room,-,1,2014,2014
big room,acoustic pop,1,2014,2014
big room,alternative dance,1,2013,2013
big room,alternative r&b,2,2013,2014
big room,art pop,2,2013,2014
big room,australian country,1,2013,2013
big room,australian dance,1,2014,2014
big room,australian hip hop,1,2014,2014
big room,australian pop,1,2014,2014
big room,bass trap,1,2013,2013
big room,bmore,1,2015,2015
big room,british soul,1,2011,2011
big room,broadway,1,2014,2014
big room,brostep,1,2015,2015
big room,cali rap,2,2014,2015
big room,canadian hip hop,2,2011,2013
big room,canadian pop,2,2011,2015
big room,candy pop,1,2013,2013
big room,celtic rock,1,2013,2013
big room,chamber pop,1,2013,2013
big room,chicago rap,1,2014,2014
big room,colombian pop,1,2014,2014
big room,comic,1,2013,2013
big room,complextro,1,2014,2014
big room,conscious hip hop,1,2013,2013
big room,crunk,1,2015,2015
big room,cubaton,1,2014,2014
big room,deep dance pop,1,2011,2011
big room,deep groove house,1,2015,2015
big room,detroit hip hop,2,2011,2014
big room,dirty south rap,2,2011,2014
big room,edm,4,2011,2015
big room,electro,1,2013,2013
big room,electropop,2,2014,2015
big room,emo,1,2013,2013
big room,folk rock,1,2011,2011
big room,folk-pop,2,2013,2015
big room,g funk,2,2011,2014
big room,hip hop,1,2013,2013
big room,hip pop,1,2013,2013
big room,house,1,2014,2014
big room,houston rap,1,2015,2015
big room,indie folk,1,2015,2015
big room,indie pop,1,2015,2015
big room,indie poptimism,1,2014,2014
big room,la indie,1,2013,2013
big room,latin,2,2011,2014
big room,latin viral pop,1,2014,2014
big room,metropopolis,1,2014,2014
big room,modern alternative rock,2,2014,2015
big room,modern rock,1,2014,2014
big room,nashville indie,1,2013,2013
big room,neo mellow,2,2013,2015
big room,nyc rap,1,2014,2014
big room,pinoy hip hop,1,2015,2015
big room,pop,1,2011,2011
big room,pop rap,1,2014,2014
big room,pop rock,1,2011,2011
big room,r&b,1,2014,2014
big room,reggae fusion,1,2015,2015
big room,romanian pop,1,2011,2011
big room,scorecore,1,2015,2015
big room,tropical house,1,2014,2014
big room,uk pop,1,2013,2013
big room,viral trap,1,2015,2015
blues-rock,-,1,2008,2008
blues-rock,acoustic pop,2,2000,2003
blues-rock,alternative rock,1,2000,2000
blues-rock,australian country,1,2004,2004
blues-rock,bassline,1,2008,2008
blues-rock,chicago rap,1,2000,2000
blues-rock,contemporary country,1,2008,2008
blues-rock,country,1,2000,2000
blues-rock,crunk,2,2000,2008
blues-rock,deep latin christian,1,2000,2000
blues-rock,east coast hip hop,1,2000,2000
blues-rock,electropowerpop,1,2008,2008
blues-rock,florida rap,1,2008,2008
blues-rock,g funk,1,2008,2008
blues-rock,gangster rap,1,2008,2008
blues-rock,gospel,1,2000,2000
blues-rock,hip pop,1,2008,2008
blues-rock,idol,2,2003,2008
blues-rock,indie r&b,1,2008,2008
blues-rock,neo soul,1,2004,2004
blues-rock,new orleans rap,1,2008,2008
blues-rock,permanent wave,1,2008,2008
blues-rock,pop,1,2008,2008
bmore,baroque pop,1,2019,2019
bmore,boy band,1,2019,2019
bmore,brostep,2,2015,2019
bmore,cali rap,1,2019,2019
bmore,canadian hip hop,1,2019,2019
bmore,canadian pop,1,2019,2019
bmore,ccm,1,2019,2019
