from,to,weight,year
experimental,slow core,0,2017
experimental,slow core,0,2018
experimental,slow core,0,2019
experimental,slow core,0,2020
experimental,slow core,0,2021
experimental,slow core,0,2022
experimental,slow core,0,2023
experimental,space rock,0,2000
experimental,space rock,0,2001
experimental,space rock,0,2002
experimental,space rock,0,2003
experimental,space rock,0,2004
experimental,space rock,0,2005
experimental,space rock,0,2006
experimental,space rock,0,2007
experimental,space rock,0,2008
experimental,space rock,0,2009
experimental,space rock,0,2010
experimental,space rock,0,2011
experimental,space rock,0,2012
experimental,space rock,0,2013
experimental,space rock,0,2014
experimental,space rock,0,2015
experimental,space rock,0,2016
experimental,space rock,0,2017
experimental,space rock,0,2018
experimental,space rock,0,2019
experimental,space rock,0,2020
experimental,space rock,0,2021
experimental,space rock,0,2022
experimental,space rock,0,2023
experimental,symphonic rock,0,2000
experimental,symphonic rock,0,2001
experimental,symphonic rock,0,2002
experimental,symphonic rock,0,2003
experimental,symphonic rock,0,2004
experimental,symphonic rock,0,2005
experimental,symphonic rock,0,2006
experimental,symphonic rock,0,2007
experimental,symphonic rock,0,2008
experimental,symphonic rock,0,2009
experimental,symphonic rock,0,2010
experimental,symphonic rock,0,2011
experimental,symphonic rock,0,2012
experimental,symphonic rock,0,2013
experimental,symphonic rock,0,2014
experimental,symphonic rock,0,2015
experimental,symphonic rock,0,2016
experimental,symphonic rock,0,2017
experimental,symphonic rock,0,2018
experimental,symphonic rock,0,2019
experimental,symphonic rock,0,2020
experimental,symphonic rock,0,2021
experimental,symphonic rock,0,2022
experimental,symphonic rock,0,2023
experimental,traditional folk,0,2000
experimental,traditional folk,0,2001
experimental,traditional folk,0,2002
experimental,traditional folk,0,2003
experimental,traditional folk,0,2004
experimental,traditional folk,0,2005
experimental,traditional folk,0,2006
experimental,traditional folk,0,2007
experimental,traditional folk,0,2008
experimental,traditional folk,0,2009
experimental,traditional folk,0,2010
experimental,traditional folk,0,2011
experimental,traditional folk,0,2012
experimental,traditional folk,0,2013
experimental,traditional folk,0,2014
experimental,traditional folk,0,2015
experimental,traditional folk,0,2016
experimental,traditional folk,0,2017
experimental,traditional folk,0,2018
experimental,traditional folk,0,2019
experimental,traditional folk,0,2020
experimental,traditional folk,0,2021
experimental,traditional folk,0,2022
experimental,traditional folk,0,2023
experimental,uk post-punk,0,2000
experimental,uk post-punk,0,2001
experimental,uk post-punk,0,2002
experimental,uk post-punk,0,2003
experimental,uk post-punk,0,2004
experimental,uk post-punk,0,2005
experimental,uk post-punk,0,2006
experimental,uk post-punk,0,2007
experimental,uk post-punk,0,2008
experimental,uk post-punk,0,2009
experimental,uk post-punk,0,2010
experimental,uk post-punk,0,2011
experimental,uk post-punk,0,2012
experimental,uk post-punk,0,2013
experimental,uk post-punk,0,2014
experimental,uk post-punk,0,2015
experimental,uk post-punk,0,2016
experimental,uk post-punk,0,2017
experimental,uk post-punk,0,2018
experimental,uk post-punk,0,2019
experimental,uk post-punk,0,2020
experimental,uk post-punk,0,2021
experimental,uk post-punk,0,2022
experimental,uk post-punk,0,2023
experimental,zolo,0,2000
experimental,zolo,0,2001
experimental,zolo,0,2002
experimental,zolo,0,2003
experimental,zolo,0,2004
experimental,zolo,0,2005
experimental,zolo,0,2006
experimental,zolo,0,2007
experimental,zolo,0,2008
experimental,zolo,0,2009
experimental,zolo,0,2010
experimental,zolo,0,2011
experimental,zolo,0,2012
experimental,zolo,0,2013
experimental,zolo,0,2014
experimental,zolo,0,2015
experimental,zolo,0,2016
experimental,zolo,0,2017
experimental,zolo,0,2018
experimental,zolo,0,2019
experimental,zolo,0,2020
experimental,zolo,0,2021
experimental,zolo,0,2022
experimental,zolo,0,2023
experimental hip hop,hip hop,0,2000
experimental hip hop,hip hop,0,2001
experimental hip hop,hip hop,0,2002
experimental hip hop,hip hop,0,2003
experimental hip hop,hip hop,0,2004
experimental hip hop,hip hop,0,2005
experimental hip hop,hip hop,0,2006
experimental hip hop,hip hop,0,2007
experimental hip hop,hip hop,0,2008
experimental hip hop,hip hop,0,2009
experimental hip hop,hip hop,0,2010
experimental hip hop,hip hop,0,2011
experimental hip hop,hip hop,0,2012
experimental hip hop,hip hop,0,2013
experimental hip hop,hip hop,0,2014
experimental hip hop,hip hop,0,2015
experimental hip hop,hip hop,0,2016
experimental hip hop,hip hop,0,2017
experimental hip hop,hip hop,0,2018
experimental hip hop,hip hop,0,2019
experimental hip hop,hip hop,0,2020
experimental hip hop,hip hop,0,2021
experimental hip hop,hip hop,0,2022
experimental hip hop,hip hop,0,2023
experimental hip hop,indietronica,0,2000
experimental hip hop,indietronica,0,2001
experimental hip hop,indietronica,0,2002
experimental hip hop,indietronica,0,2003
experimental hip hop,indietronica,0,2004
experimental hip hop,indietronica,0,2005
experimental hip hop,indietronica,0,2006
experimental hip hop,indietronica,0,2007
experimental hip hop,indietronica,0,2008
experimental hip hop,indietronica,0,2009
experimental hip hop,indietronica,0,2010
experimental hip hop,indietronica,0,2011
experimental hip hop,indietronica,0,2012
experimental hip hop,indietronica,0,2013
experimental hip hop,indietronica,0,2014
experimental hip hop,indietronica,0,2015
experimental hip hop,indietronica,0,2016
experimental hip hop,indietronica,0,2017
experimental hip hop,indietronica,0,2018
experimental hip hop,indietronica,0,2019
experimental hip hop,indietronica,0,2020
experimental hip hop,indietronica,0,2021
experimental hip hop,indietronica,0,2022
experimental hip hop,indietronica,0,2023
experimental hip hop,wonky,0,2000
experimental hip hop,wonky,0,2001
experimental hip hop,wonky,0,2002
experimental hip hop,wonky,0,2003
experimental hip hop,wonky,0,2004
experimental hip hop,wonky,0,2005
experimental hip hop,wonky,0,2006
experimental hip hop,wonky,0,2007
experimental hip hop,wonky,0,2008
experimental hip hop,wonky,0,2009
experimental hip hop,wonky,0,2010
experimental hip hop,wonky,0,2011
experimental hip hop,wonky,0,2012
experimental hip hop,wonky,0,2013
experimental hip hop,wonky,0,2014
experimental hip hop,wonky,0,2015
experimental hip hop,wonky,0,2016
experimental hip hop,wonky,0,2017
experimental hip hop,wonky,0,2018
experimental hip hop,wonky,0,2019
experimental hip hop,wonky,0,2020
experimental hip hop,wonky,0,2021
experimental hip hop,wonky,0,2022
experimental hip hop,wonky,0,2023
experimental pop,experimental rock,0,2000
experimental pop,experimental rock,0,2001
experimental pop,experimental rock,0,2002
experimental pop,experimental rock,0,2003
experimental pop,experimental rock,0,2004
experimental pop,experimental rock,0,2005
experimental pop,experimental rock,0,2006
experimental pop,experimental rock,0,2007
experimental pop,experimental rock,0,2008
experimental pop,experimental rock,0,2009
experimental pop,experimental rock,0,2010
experimental pop,experimental rock,0,2011
experimental pop,experimental rock,0,2012
experimental pop,experimental rock,0,2013
experimental pop,experimental rock,0,2014
experimental pop,experimental rock,0,2015
experimental pop,experimental rock,0,2016
experimental pop,experimental rock,0,2017
experimental pop,experimental rock,0,2018
experimental pop,experimental rock,0,2019
experimental pop,experimental rock,0,2020
experimental pop,experimental rock,0,2021
experimental pop,experimental rock,0,2022
experimental pop,experimental rock,0,2023
experimental pop,folk-pop,0,2000
experimental pop,folk-pop,0,2001
experimental pop,folk-pop,0,2002
experimental pop,folk-pop,0,2003
experimental pop,folk-pop,0,2004
experimental pop,folk-pop,0,2005
experimental pop,folk-pop,0,2006
experimental pop,folk-pop,0,2007
experimental pop,folk-pop,0,2008
experimental pop,folk-pop,0,2009
experimental pop,folk-pop,0,2010
experimental pop,folk-pop,0,2011
experimental pop,folk-pop,0,2012
experimental pop,folk-pop,0,2013
experimental pop,folk-pop,0,2014
experimental pop,folk-pop,0,2015
experimental pop,folk-pop,0,2016
experimental pop,folk-pop,0,2017
experimental pop,folk-pop,0,2018
experimental pop,folk-pop,0,2019
experimental pop,folk-pop,0,2020
experimental pop,folk-pop,0,2021
experimental pop,folk-pop,0,2022
experimental pop,folk-pop,0,2023
experimental pop,fourth world,0,2000
experimental pop,fourth world,0,2001
experimental pop,fourth world,0,2002
experimental pop,fourth world,0,2003
experimental pop,fourth world,0,2004
experimental pop,fourth world,0,2005
experimental pop,fourth world,0,2006
experimental pop,fourth world,0,2007
experimental pop,fourth world,0,2008
experimental pop,fourth world,0,2009
experimental pop,fourth world,0,2010
experimental pop,fourth world,0,2011
experimental pop,fourth world,0,2012
experimental pop,fourth world,0,2013
experimental pop,fourth world,0,2014
experimental pop,fourth world,0,2015
experimental pop,fourth world,0,2016
experimental pop,fourth world,0,2017
experimental pop,fourth world,0,2018
experimental pop,fourth world,0,2019
experimental pop,fourth world,0,2020
experimental pop,fourth world,0,2021
experimental pop,fourth world,0,2022
experimental pop,fourth world,0,2023
experimental pop,freak folk,0,2000
experimental pop,freak folk,0,2001
experimental pop,freak folk,0,2002
experimental pop,freak folk,0,2003
experimental pop,freak folk,0,2004
experimental pop,freak folk,0,2005
experimental pop,freak folk,0,2006
experimental pop,freak folk,0,2007
experimental pop,freak folk,0,2008
experimental pop,freak folk,0,2009
experimental pop,freak folk,0,2010
experimental pop,freak folk,0,2011
experimental pop,freak folk,0,2012
experimental pop,freak folk,0,2013
experimental pop,freak folk,0,2014
experimental pop,freak folk,0,2015
experimental pop,freak folk,0,2016
experimental pop,freak folk,0,2017
experimental pop,freak folk,0,2018
experimental pop,freak folk,0,2019
experimental pop,freak folk,0,2020
experimental pop,freak folk,0,2021
experimental pop,freak folk,0,2022
experimental pop,freak folk,0,2023
experimental pop,garage psych,0,2000
experimental pop,garage psych,0,2001
experimental pop,garage psych,0,2002
experimental pop,garage psych,0,2003
experimental pop,garage psych,0,2004
experimental pop,garage psych,0,2005
experimental pop,garage psych,0,2006
experimental pop,garage psych,0,2007
experimental pop,garage psych,0,2008
experimental pop,garage psych,0,2009
experimental pop,garage psych,0,2010
experimental pop,garage psych,0,2011
experimental pop,garage psych,0,2012
experimental pop,garage psych,0,2013
experimental pop,garage psych,0,2014
experimental pop,garage psych,0,2015
experimental pop,garage psych,0,2016
experimental pop,garage psych,0,2017
experimental pop,garage psych,0,2018
experimental pop,garage psych,0,2019
experimental pop,garage psych,0,2020
experimental pop,garage psych,0,2021
experimental pop,garage psych,0,2022
experimental pop,garage psych,0,2023
experimental pop,garage rock,0,2000
experimental pop,garage rock,0,2001
experimental pop,garage rock,0,2002
experimental pop,garage rock,0,2003
experimental pop,garage rock,0,2004
experimental pop,garage rock,0,2005
experimental pop,garage rock,0,2006
experimental pop,garage rock,0,2007
experimental pop,garage rock,0,2008
experimental pop,garage rock,0,2009
experimental pop,garage rock,0,2010
experimental pop,garage rock,0,2011
experimental pop,garage rock,0,2012
experimental pop,garage rock,0,2013
experimental pop,garage rock,0,2014
experimental pop,garage rock,0,2015
experimental pop,garage rock,0,2016
experimental pop,garage rock,0,2017
experimental pop,garage rock,0,2018
experimental pop,garage rock,0,2019
experimental pop,garage rock,0,2020
experimental pop,garage rock,0,2021
experimental pop,garage rock,0,2022
experimental pop,garage rock,0,2023
experimental pop,indie folk,0,2000
experimental pop,indie folk,0,2001
experimental pop,indie folk,0,2002
experimental pop,indie folk,0,2003
experimental pop,indie folk,0,2004
experimental pop,indie folk,0,2005
experimental pop,indie folk,0,2006
experimental pop,indie folk,0,2007
experimental pop,indie folk,0,2008
experimental pop,indie folk,0,2009
experimental pop,indie folk,0,2010
experimental pop,indie folk,0,2011
experimental pop,indie folk,0,2012
experimental pop,indie folk,0,2013
experimental pop,indie folk,0,2014
experimental pop,indie folk,0,2015
experimental pop,indie folk,0,2016
experimental pop,indie folk,0,2017
experimental pop,indie folk,0,2018
experimental pop,indie folk,0,2019
experimental pop,indie folk,0,2020
experimental pop,indie folk,0,2021
experimental pop,indie folk,0,2022
experimental pop,indie folk,0,2023
experimental pop,indie pop,0,2000
experimental pop,indie pop,0,2001
experimental pop,indie pop,0,2002
experimental pop,indie pop,0,2003
experimental pop,indie pop,0,2004
experimental pop,indie pop,0,2005
experimental pop,indie pop,0,2006
experimental pop,indie pop,0,2007
experimental pop,indie pop,0,2008
experimental pop,indie pop,0,2009
experimental pop,indie pop,0,2010
experimental pop,indie pop,0,2011
experimental pop,indie pop,0,2012
experimental pop,indie pop,0,2013
experimental pop,indie pop,0,2014
experimental pop,indie pop,0,2015
experimental pop,indie pop,0,2016
experimental pop,indie pop,0,2017
experimental pop,indie pop,0,2018
experimental pop,indie pop,0,2019
experimental pop,indie pop,0,2020
experimental pop,indie pop,0,2021
experimental pop,indie pop,0,2022
experimental pop,indie pop,0,2023
experimental pop,indie rock,0,2000
experimental pop,indie rock,0,2001
experimental pop,indie rock,0,2002
experimental pop,indie rock,0,2003
experimental pop,indie rock,0,2004
experimental pop,indie rock,0,2005
experimental pop,indie rock,0,2006
experimental pop,indie rock,0,2007
experimental pop,indie rock,0,2008
experimental pop,indie rock,0,2009
experimental pop,indie rock,0,2010
experimental pop,indie rock,0,2011
experimental pop,indie rock,0,2012
experimental pop,indie rock,0,2013
experimental pop,indie rock,0,2014
experimental pop,indie rock,0,2015
experimental pop,indie rock,0,2016
experimental pop,indie rock,0,2017
experimental pop,indie rock,0,2018
experimental pop,indie rock,0,2019
